NAME,Proportion_of_married-couple_families_below_the_poverty_level_where_householder_did_not_graduate_high_school,Proportion_of_married-couple_families_below_the_poverty_level_where_householder's_highest_education_=_high_school_graduate/equivalent,Proportion_of_married-couple_families_below_the_poverty_level_where_householder's_highest_education_=_some_college_or_associate's_degree,Proportion_of_married-couple_families_below_the_poverty_level_where_householder's_highest_education_level_=_bachelor's_degree_or_higher,Proportion_of_female-householder_families_below_the_poverty_level_where_householder_did_not_graduate_high_school,Proportion_of_female-householder_families_below_the_poverty_level_where_householder's_highest_education_=_high_school_graduate/equivalent,Proportion_of_female-householder_families_below_the_poverty_level_where_householder's_highest_education_=_some_college_or_associate's_degree,Proportion_of_female-householder_families_below_the_poverty_level_where_householder's_highest_education_level_=_bachelor's_degree_or_higher
00687,0.47632850241545893,0.3054635761589404,0.28632938643702904,0.17927823050058206,0.7922794117647058,0.7441860465116279,0.6232394366197183,0.1942215088282504
00688,0.7234848484848485,0.3660130718954248,0.31805929919137466,0.0641025641025641,0.6121212121212121,0.9094488188976378,0.9117647058823529,0.2789473684210526
00690,0.4090909090909091,0.6270096463022508,0.0,0.19174041297935104,1.0,0.8532110091743119,0.8315217391304348,0.3595505617977528
00692,0.6475170399221032,0.37779433681073027,0.38128383604021654,0.035546613011401745,0.7688073394495413,0.7198879551820728,0.5659090909090909,0.4055727554179567
00693,0.5028968713789108,0.3244613434727503,0.16798196166854565,0.10257816785518377,0.5823451910408433,0.7119341563786008,0.6525496974935178,0.2706155632984901
00698,0.69185360094451,0.4203465623253214,0.23893805309734514,0.06381118881118882,0.6472303206997084,0.6512820512820513,0.8282828282828283,0.29130434782608694
00703,0.3645189761694616,0.26129666011787817,0.22266666666666668,0.17290322580645162,0.5517241379310345,0.8349788434414669,0.5164113785557987,0.3684210526315789
00704,0.6737967914438503,0.10451977401129943,0.225,0.22131147540983606,1.0,0.593607305936073,0.7716049382716049,0.526829268292683
00705,0.5103857566765578,0.3706972639011474,0.24015748031496062,0.07684319833852545,0.4852941176470588,0.6360708534621579,0.6845794392523364,0.2998102466793169
00707,0.5457227138643068,0.42403628117913833,0.20432692307692307,0.15028901734104047,0.29310344827586204,0.5892857142857143,0.41156462585034015,0.45849802371541504
00714,0.6378205128205128,0.43270868824531517,0.14939024390243902,0.08444444444444445,0.835016835016835,0.9016393442622951,0.87875,0.3388704318936877
00716,0.503006012024048,0.3871763255240444,0.3638211382113821,0.0576036866359447,0.8010033444816054,0.7052631578947368,0.742,0.37898936170212766
00717,0.5591397849462365,0.24842767295597484,0.1792452830188679,0.1630971993410214,0.6986301369863014,0.8422664624808576,0.7957317073170732,0.32857142857142857
00718,0.5868983957219251,0.30633802816901406,0.20382165605095542,0.14481897627965043,0.7060041407867494,0.6777645659928656,0.6390977443609023,0.2686084142394822
00719,0.507628294036061,0.3775811209439528,0.3582089552238806,0.1417910447761194,0.5344827586206896,0.6954177897574124,0.5538694992412747,0.389937106918239
00720,0.6566455696202531,0.4046511627906977,0.3503480278422274,0.1951219512195122,0.7445652173913043,0.6144200626959248,0.7782608695652173,0.4721189591078067
00723,0.46218487394957986,0.39945652173913043,0.2975871313672922,0.21637426900584794,0.8503937007874016,0.7267441860465116,0.7176470588235294,0.29553264604810997
00725,0.48884381338742394,0.33212341197822143,0.31047619047619046,0.03134328358208955,0.6723107569721115,0.7060439560439561,0.5565719788155994,0.2811320754716981
00727,0.5050251256281407,0.3083219645293315,0.1476624857468643,0.08760278304870335,0.5914127423822715,0.6574307304785895,0.6029850746268657,0.1697530864197531
00728,0.508130081300813,0.3386155129274395,0.38758231420507994,0.13218770654329148,0.6750572082379863,0.7616179001721171,0.7044410413476263,0.5265374894692502
00729,0.46912442396313364,0.22587376108502868,0.25823846614739365,0.08801498127340825,0.5270541082164328,0.7215713301171606,0.42901234567901236,0.23342415985467757
00730,0.6103703703703703,0.46651532349602726,0.22136422136422138,0.09379727685325265,0.6723684210526316,0.7949029126213593,0.6739659367396593,0.4092485549132948
00731,0.6848739495798319,0.3405238828967643,0.37719298245614036,0.1903323262839879,0.8278688524590164,0.7283950617283951,0.22641509433962265,0.0
00735,0.2796208530805687,0.500998003992016,0.10101010101010101,0.02977667493796526,0.5541125541125541,0.6325966850828729,0.66875,0.3597560975609756
00736,0.41721854304635764,0.21707589285714285,0.2280966767371601,0.03949447077409163,0.5579227696404794,0.6969930609097919,0.602974828375286,0.2580899763220205
00738,0.39628040057224606,0.3958333333333333,0.22194513715710723,0.10333048676345004,0.7463235294117647,0.6993392070484582,0.45,0.31241997439180536
00739,0.38454288407163056,0.3152676801057502,0.14178403755868543,0.06440677966101695,0.6427350427350428,0.6583427922814983,0.674347158218126,0.3583617747440273
00741,0.46511627906976744,0.29554655870445345,0.3917525773195876,0.43478260869565216,0.5925925925925926,0.6346153846153846,0.2808988764044944,0.13924050632911392
00745,0.43155452436194897,0.29383634431455896,0.1679525222551929,0.14361702127659576,0.6521739130434783,0.7391304347826086,0.42914438502673796,0.2674750356633381
00751,0.538083538083538,0.32796780684104626,0.18951612903225806,0.1821247892074199,0.7575757575757576,0.7654135338345864,0.7165775401069518,0.450261780104712
00754,0.38621679827709976,0.27697536108751064,0.2183734939759036,0.25614754098360654,0.7283236994219653,0.8005780346820809,0.6224366706875754,0.4458204334365325
00757,0.6,0.3353658536585366,0.23983739837398374,0.23705722070844687,0.5622641509433962,0.7077534791252486,0.8672199170124482,0.3406193078324226
00765,0.0,0.24848484848484848,1.0,0.13409961685823754,0.9354838709677419,0.7857142857142857,1.0,0.11206896551724138
00766,0.47580645161290325,0.2754385964912281,0.19607843137254902,0.07389937106918239,0.6028169014084507,0.8544698544698545,0.6731141199226306,0.2975352112676056
00767,0.4964349376114082,0.3333333333333333,0.26195286195286194,0.09415584415584416,0.6587112171837709,0.7201492537313433,0.7367055771725033,0.5843828715365239
00769,0.6853055916775033,0.3669064748201439,0.19963201471941122,0.09432234432234432,0.8768115942028986,0.8556933483652762,0.5308441558441559,0.23471882640586797
00771,0.6812674743709226,0.31236749116607776,0.1565105837075048,0.04623415361670395,0.3944099378881988,0.6926713947990544,0.6116071428571429,0.3413940256045519
00772,0.6078431372549019,0.3254769921436588,0.25984251968503935,0.1157556270096463,0.6979591836734694,0.672077922077922,0.7694524495677233,0.49828178694158076
00773,0.513978494623656,0.4479166666666667,0.20683760683760682,0.166383701188455,0.6166219839142091,0.7003676470588235,0.4596774193548387,0.18284424379232506
00777,0.48467966573816157,0.31917717319177175,0.19581056466302368,0.04114189756507137,0.7559523809523809,0.6822033898305084,0.44707623982235384,0.23817034700315456
00778,0.4726027397260274,0.27716535433070866,0.14742193173565724,0.038629737609329445,0.6077669902912621,0.5842245989304813,0.48824188129899215,0.22424892703862662
00780,0.7661290322580645,0.3198757763975155,0.18207282913165265,0.24133333333333334,0.5460526315789473,0.9467213114754098,0.5601851851851852,0.3265602322206096
00782,0.6460554371002132,0.4147627416520211,0.31422505307855625,0.08666666666666667,0.8024691358024691,0.7559322033898305,0.6594594594594595,0.0
00783,0.6016859852476291,0.359375,0.3723880597014925,0.10510204081632653,0.7642980935875217,0.6736842105263158,0.6464379947229552,0.6681127982646421
00784,0.7054009819967266,0.5060975609756098,0.31778169014084506,0.091493924231594,0.7166947723440135,0.8424821002386634,0.4802494802494803,0.30716723549488056
00791,0.34774255523535064,0.265424430641822,0.2002534854245881,0.1377277599142551,0.5148305084745762,0.7541946308724832,0.5957446808510638,0.13953488372093023
00794,0.6398390342052314,0.4823529411764706,0.24476439790575916,0.10778985507246377,0.7611336032388664,0.804,0.6632302405498282,0.36818181818181817
00795,0.5336225596529284,0.315439672801636,0.268644747393745,0.1354764638346728,0.7159450897571278,0.6367980884109916,0.5773381294964028,0.4558189655172414
00901,0.0,0.3106796116504854,0.0,0.02282453637660485,0.5714285714285714,0.7844036697247706,0.7678571428571429,0.5723684210526315
00907,0.302158273381295,0.2962962962962963,0.13468013468013468,0.045182724252491695,0.8173076923076923,0.5821596244131455,0.5,0.21234119782214156
00909,0.47058823529411764,0.0,0.0,0.19823788546255505,1.0,0.7942857142857143,0.9050279329608939,0.2929936305732484
00911,0.6944444444444444,0.3023255813953488,0.390625,0.0,0.6574074074074074,0.34615384615384615,0.6571428571428571,0.11290322580645161
00912,0.27184466019417475,0.2839506172839506,0.48148148148148145,0.03286384976525822,0.5909090909090909,0.3898305084745763,0.48427672955974843,0.36
00913,1.0,0.325,0.625,0.22702702702702704,0.9615384615384616,0.9748148148148148,0.8669724770642202,1.0
00915,0.6891891891891891,0.4597156398104265,0.4176829268292683,0.21800947867298578,0.7896879240162822,0.845904298459043,0.6996381182147166,0.4300341296928328
00917,0.5373563218390804,0.2755102040816326,0.2512690355329949,0.017766497461928935,0.6022727272727273,0.827930174563591,0.597682119205298,0.31805157593123207
00918,0.6744186046511628,0.21052631578947367,0.19923371647509577,0.07340241796200346,0.49099099099099097,0.9655172413793104,0.638961038961039,0.17473684210526316
00920,0.5287958115183246,0.30835734870317005,0.23577235772357724,0.07027027027027027,0.5617021276595745,0.6933701657458563,0.4365904365904366,0.17516629711751663
00921,0.3726027397260274,0.2680577849117175,0.25,0.0825451418744626,0.7456310679611651,0.728595890410959,0.6378787878787879,0.4243964421855146
00923,0.5813253012048193,0.38716356107660455,0.16184971098265896,0.12779973649538867,0.5870445344129555,0.861969111969112,0.5836012861736335,0.3530571992110454
00924,0.4350547730829421,0.3619402985074627,0.20376831821353802,0.05461901550910317,0.7009132420091324,0.8022774327122153,0.7184357541899441,0.24222369291859697
00925,0.8095238095238095,0.0,0.4583333333333333,0.12121212121212122,0.7341772151898734,0.5357142857142857,0.8541666666666666,0.21568627450980393
00926,0.5022143489813995,0.24755244755244754,0.1378563695416817,0.03190818514314542,0.6182572614107884,0.6918604651162791,0.4761646803900325,0.17149365440937195
00927,0.19480519480519481,0.4074074074074074,0.1299638989169675,0.0,0.3652173913043478,0.7165775401069518,0.6153846153846154,0.3277027027027027
00949,0.4583698510078878,0.29856687898089174,0.1449178128144918,0.03915022761760243,0.7453333333333333,0.519893899204244,0.4896725440806045,0.2200447928331467
00952,0.31007751937984496,0.4125874125874126,0.17197452229299362,0.1891891891891892,0.6813725490196079,0.7243589743589743,0.6823529411764706,0.3783783783783784
00953,0.5733830845771144,0.24766977363515313,0.22237106496985934,0.056116389548693586,0.4720744680851064,0.5938661710037175,0.4916351861845656,0.23202170963364993
00956,0.4971655328798186,0.2446705426356589,0.19425245543834121,0.11089569600620396,0.5898931000971818,0.5013333333333333,0.5830572645527686,0.22304582210242588
00957,0.37913223140495866,0.25933333333333336,0.1706827309236948,0.10986547085201794,0.6110019646365422,0.5487329434697856,0.6774924471299094,0.25
00959,0.36885245901639346,0.21226415094339623,0.18865979381443299,0.07246980424822991,0.49777777777777776,0.6211699164345403,0.6028880866425993,0.19544740973312402
00961,0.25653206650831356,0.22522522522522523,0.16319733555370525,0.030991735537190084,0.7343358395989975,0.5201698513800425,0.4307931570762053,0.21222222222222223
00962,0.5663265306122449,0.3425324675324675,0.18006993006993008,0.05042016806722689,0.7961165048543689,0.83298755186722,0.6530612244897959,0.19653179190751446
00965,0.6114649681528662,0.4307692307692308,0.2761904761904762,0.0,0.7615384615384615,0.7639751552795031,0.7580645161290323,0.0
00966,0.7727272727272727,0.17647058823529413,0.225130890052356,0.022384174908901613,0.660377358490566,0.5166666666666667,0.7641921397379913,0.2462686567164179
00969,0.15773809523809523,0.2038369304556355,0.1094017094017094,0.039241622574955906,0.6018099547511312,0.6752336448598131,0.5539568345323741,0.15167432698621142
00971,0.4884210526315789,0.2363013698630137,0.08700696055684455,0.12346688470973018,0.6416040100250626,0.4419551934826884,0.3627450980392157,0.2838095238095238
00976,0.4088235294117647,0.24110032362459546,0.12107950401167031,0.015892724112242365,0.43897216274089934,0.7061900610287707,0.687382297551789,0.27329974811083124
00979,0.3150684931506849,0.1492204899777283,0.13692946058091288,0.04776119402985075,0.6976744186046512,0.24691358024691357,0.34564643799472294,0.21553398058252426
00982,0.27564102564102566,0.30144927536231886,0.24509803921568626,0.0671462829736211,0.5068493150684932,0.6981891348088531,0.6158415841584158,0.27288135593220336
00983,0.14754098360655737,0.1921903599755949,0.10171306209850108,0.08421851289833081,0.5553097345132744,0.6116625310173698,0.6302966101694916,0.2579505300353357
00985,0.425531914893617,0.19855222337125128,0.10101801096319499,0.056160938809723386,0.41418764302059496,0.5294117647058824,0.37398373983739835,0.12704523580365737
00987,0.4058898847631242,0.2630230572160547,0.14428969359331476,0.06452554744525547,0.5066225165562914,0.5882800608828006,0.5346225826575172,0.14218289085545724
01001,0.0,0.0,0.0,0.03300561797752809,0.11290322580645161,0.0,0.08741258741258741,0.08873720136518772
01013,0.09717868338557993,0.14583333333333334,0.07933398628795299,0.03611971104231166,0.46831955922865015,0.2465753424657534,0.2597402597402597,0.0
01020,0.0,0.07281553398058252,0.00799543118218161,0.01441899915182358,0.2350230414746544,0.2892249527410208,0.15822784810126583,0.17737003058103976
01027,0.22535211267605634,0.020086083213773313,0.0,0.0011904761904761906,0.0,0.0,0.17647058823529413,0.045936395759717315
01030,0.12244897959183673,0.0,0.0,0.0,1.0,0.0,0.211864406779661,0.040229885057471264
01040,0.18032786885245902,0.0856,0.04798628963153385,0.06296851574212893,0.4626728110599078,0.4110854503464203,0.3757421543681086,0.17494089834515367
01056,0.022113022113022112,0.07051282051282051,0.01016260162601626,0.014660493827160493,0.0,0.15584415584415584,0.0,0.0
01057,0.0375,0.13152804642166344,0.0,0.04797047970479705,1.0,0.05194805194805195,0.14705882352941177,0.22033898305084745
01060,0.7321428571428571,0.0,0.0,0.0,0.0,0.09433962264150944,0.5308641975308642,0.0481283422459893
01062,0.0,0.0,0.07780979827089338,0.05776173285198556,0.0,0.18181818181818182,0.08071748878923767,0.18382352941176472
01069,0.0,0.10984848484848485,0.018413597733711047,0.0430622009569378,0.0,0.3537117903930131,0.08955223880597014,0.0
01073,0.0,0.0,0.022388059701492536,0.015604681404421327,0.0,0.0,0.0,0.0
01075,0.0,0.13471502590673576,0.011686143572621035,0.020144628099173553,0.0,0.29411764705882354,0.12757201646090535,0.05555555555555555
01082,0.07526881720430108,0.0,0.0994236311239193,0.0,0.23809523809523808,0.04830917874396135,0.48026315789473684,0.0
01085,0.051597051597051594,0.051598429613011774,0.011328976034858388,0.029123140234251346,0.0,0.3073394495412844,0.0453781512605042,0.16666666666666666
01089,0.17624521072796934,0.0,0.048,0.0034677069787602947,0.9354838709677419,0.08786610878661087,0.04746835443037975,0.273542600896861
01096,0.0,0.0,0.02,0.04154302670623145,0.0,0.0,0.0,0.0
01103,0.14285714285714285,0.7777777777777778,1.0,0.0,0.0,0.4918032786885246,0.2391304347826087,0.0
01104,0.11325301204819277,0.1329987452948557,0.0,0.028708133971291867,0.5823665893271461,0.20551378446115287,0.24450811843361986,0.017167381974248927
01105,0.08333333333333333,0.15151515151515152,0.424,0.0,0.7774869109947644,0.5913555992141454,0.4987012987012987,0.0
01107,0.22088353413654618,0.08571428571428572,0.06273062730627306,0.0,0.6766595289079229,0.6091269841269841,0.495114006514658,0.25892857142857145
01108,0.2136986301369863,0.18064516129032257,0.10705882352941176,0.03129074315514994,0.518348623853211,0.2943089430894309,0.501207729468599,0.3333333333333333
01109,0.13427561837455831,0.10263522884882108,0.10035419126328217,0.05642023346303502,0.32623318385650224,0.36406067677946324,0.2593283582089552,0.12903225806451613
01118,0.15677966101694915,0.03150912106135987,0.0,0.0,0.9625,0.44876325088339225,0.2247191011235955,0.05533596837944664
01119,0.8378378378378378,0.10541310541310542,0.08163265306122448,0.029723991507430998,0.5284974093264249,0.21413721413721415,0.26576576576576577,0.0
01129,0.0,0.08071748878923767,0.0,0.0,0.5555555555555556,0.648936170212766,0.30303030303030304,0.0
01151,0.12096774193548387,0.01650943396226415,0.04455445544554455,0.0,0.2896551724137931,0.3230240549828179,0.22432432432432434,0.06451612903225806
01201,0.125,0.04564315352697095,0.027189124350259896,0.0070921985815602835,0.10576923076923077,0.18693467336683417,0.3496821071752952,0.0
01220,0.18095238095238095,0.008802816901408451,0.07650273224043716,0.013071895424836602,0.0,0.352,0.2751677852348993,0.375
01223,0.0,0.017699115044247787,0.03932584269662921,0.0,0.0,0.0,0.4166666666666667,0.0
01230,0.0,0.08121827411167512,0.0,0.018497109826589597,0.0,0.05042016806722689,0.0,0.15702479338842976
01247,0.08148148148148149,0.07361111111111111,0.04060913705583756,0.028455284552845527,0.041379310344827586,0.33079847908745247,0.21846153846153846,0.0
01301,0.0,0.08732876712328767,0.007360672975814932,0.011343804537521814,0.4098360655737705,0.2834890965732087,0.26666666666666666,0.0
01331,0.30851063829787234,0.018844221105527637,0.0065717415115005475,0.0,0.1694915254237288,0.3684210526315789,0.05303030303030303,0.0
01337,0.4074074074074074,0.0,0.05581395348837209,0.0,1.0,0.0,0.0,0.0
01351,0.0,0.0,0.0,0.0,0.0,0.0,0.8484848484848485,0.0
01364,0.0,0.03386454183266932,0.11650485436893204,0.05190311418685121,0.0,0.22875816993464052,0.30612244897959184,0.0
01370,0.0,0.0,0.0,0.07349665924276169,0.0,0.0,0.11428571428571428,0.16666666666666666
01376,0.0,0.0,0.0,0.0,0.43478260869565216,0.0,0.44776119402985076,0.0
01420,0.08293838862559241,0.05827814569536424,0.12980769230769232,0.009137635636778984,0.4785276073619632,0.1358839050131926,0.18760195758564438,0.11796733212341198
01432,0.0,0.0,0.0,0.0,0.0,0.0,0.13768115942028986,0.0
01440,0.5064935064935064,0.05484818805093046,0.02987598647125141,0.0980788675429727,0.8636363636363636,0.04748603351955307,0.4357894736842105,0.06878306878306878
01453,0.0683371298405467,0.07673019057171515,0.00624512099921936,0.014478114478114479,0.18248175182481752,0.1947069943289225,0.20506912442396313,0.0
01462,0.2413793103448276,0.05079825834542816,0.047073791348600506,0.02494154325798909,0.0,0.4732824427480916,0.06315789473684211,0.0
01469,0.0,0.0,0.045081967213114756,0.032188841201716736,0.0,0.0,0.2803030303030303,0.0
01501,0.0,0.02263374485596708,0.0,0.0,0.5454545454545454,0.1510204081632653,0.0176678445229682,0.03807106598984772
01504,0.0,0.015873015873015872,0.0,0.016094420600858368,0.0,0.0,0.0,0.0
01507,0.0,0.0,0.058333333333333334,0.006235385814497272,0.0,0.11956521739130435,0.0,0.0
01510,0.13157894736842105,0.0,0.06547619047619048,0.0,0.0,0.23478260869565218,0.0,0.02681992337164751
01523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855
01527,0.0,0.007736943907156673,0.004906771344455349,0.04115586690017513,0.0,0.0,0.14761904761904762,0.0
01534,0.04950495049504951,0.0,0.0,0.007633587786259542,0.0,0.0,0.0,0.4722222222222222
01535,0.0,0.0,0.09480122324159021,0.0,0.0,0.0,0.0,0.0
01536,0.0,0.0,0.0,0.0,0.5409836065573771,0.0,0.14655172413793102,0.0
01545,0.2631578947368421,0.0,0.033304867634500426,0.005639097744360902,0.46153846153846156,0.17333333333333334,0.0,0.052109181141439205
01550,0.26737967914438504,0.09287531806615776,0.08477011494252873,0.0,0.5365853658536586,0.29227557411273486,0.23834196891191708,0.0
01562,0.0,0.0,0.0,0.0,0.0,0.19902912621359223,0.0,0.0
01568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01569,0.0,0.011673151750972763,0.021671826625386997,0.013422818791946308,0.2446043165467626,0.0,0.0,0.0
01570,0.05263157894736842,0.0361145703611457,0.009146341463414634,0.0066100094428706326,0.12222222222222222,0.17408906882591094,0.2565597667638484,0.038461538461538464
01571,0.2875,0.0,0.0,0.0,0.0,0.3269230769230769,0.19895287958115182,0.0
01585,0.0,0.0,0.13002364066193853,0.0,1.0,0.0,0.0,0.0
01588,0.0,0.04371584699453552,0.0,0.018387553041018388,0.37142857142857144,0.44932432432432434,0.4472049689440994,0.45454545454545453
01590,0.0,0.0,0.1272365805168986,0.0,1.0,0.0,0.0,0.0
01602,0.30708661417322836,0.04627249357326478,0.05091937765205092,0.041523809523809525,0.37777777777777777,0.2890625,0.09322033898305085,0.038112522686025406
01603,0.1870967741935484,0.13911845730027547,0.1423487544483986,0.09411764705882353,0.5128205128205128,0.2991150442477876,0.08636363636363636,0.0
01604,0.29961587708066584,0.14951094550535632,0.03076923076923077,0.023277467411545624,0.31543624161073824,0.32926829268292684,0.12890094979647218,0.0
01605,0.31339031339031337,0.04868913857677903,0.0,0.021189894050529748,0.6087751371115173,0.39289558665231433,0.385,0.10869565217391304
01606,0.0,0.060526315789473685,0.0,0.007722007722007722,0.0,0.4794520547945205,0.23348017621145375,0.0
01607,0.2543103448275862,0.0,0.13360323886639677,0.0,0.5079365079365079,0.10843373493975904,0.12857142857142856,0.0
01608,0.0,0.1702127659574468,0.0,0.0,0.5609756097560976,0.9339622641509434,0.44339622641509435,0.9024390243902439
01609,0.3368421052631579,0.0,0.0,0.039309112567004166,0.45652173913043476,0.0,0.0,0.17105263157894737
