NAME,state,population_2015,population_2020,2015_to_2020_chg
15773,42,492,660,0.3414634146341464
15655,42,384,169,-0.5598958333333333
15658,42,8736,8936,0.022893772893772812
15662,42,331,759,1.2930513595166162
15672,42,3624,3343,-0.07753863134657835
15677,42,486,257,-0.4711934156378601
15683,42,8073,7680,-0.04868078781122265
15686,42,888,891,0.0033783783783782884
06069,09,2536,2394,-0.055993690851735
06074,09,25806,25962,0.006045105789351357
06001,09,18645,18410,-0.012603915258782461
06033,09,28760,28738,-0.0007649513212795167
06076,09,12626,12547,-0.006256930144146966
06078,09,12494,12299,-0.015607491595966083
06091,09,164,101,-0.38414634146341464
06111,09,30638,30114,-0.01710294405640056
06024,09,712,260,-0.6348314606741573
06085,09,7661,7204,-0.05965278684244879
06088,09,4786,4733,-0.011073965733389035
06354,09,5996,5614,-0.0637091394262842
06426,09,3116,3508,0.1258023106546855
06510,09,2819,2778,-0.014544164597374953
06840,09,20219,20249,0.0014837529056828114
06473,09,24184,24050,-0.005540853456830974
06762,09,7593,7734,0.018569735282496946
06880,09,27659,28413,0.02726056618098993
06380,09,2876,2509,-0.12760778859527122
06060,09,2339,2792,0.19367250961949556
06063,09,3110,3199,0.028617363344051405
06065,09,876,753,-0.1404109589041096
06120,09,13301,14192,0.06698744455304118
06357,09,12194,11597,-0.04895850418238479
06029,09,15659,16348,0.044000255444153424
06095,09,29268,28829,-0.014999316659833228
06379,09,9301,8556,-0.0800989140952586
06052,09,7754,7852,0.012638638122259405
06042,09,22125,22148,0.0010395480225988685
06061,09,123,296,1.4065040650406506
06243,09,0,218,inf
06263,09,107,306,1.8598130841121496
06332,09,553,324,-0.4141048824593129
06350,09,60,62,0.03333333333333344
06353,09,35,176,4.0285714285714285
06387,09,252,619,1.4563492063492065
06389,09,37,0,-1.0
06414,09,108,142,0.3148148148148149
06444,09,204,261,0.27941176470588225
06456,09,259,211,-0.1853281853281853
06461,09,15002,15318,0.02106385815224643
06467,09,110,544,3.9454545454545453
06758,09,304,294,-0.03289473684210531
06824,09,34931,36058,0.032263605393489936
06825,09,21773,21264,-0.023377577733890598
06856,09,6,5,-0.16666666666666663
06890,09,4192,4540,0.08301526717557262
13421,36,13978,13230,-0.053512662755759055
13424,36,2537,2375,-0.06385494678754433
13425,36,2325,2143,-0.07827956989247309
13428,36,1810,1668,-0.0784530386740332
13438,36,3852,2944,-0.2357217030114226
13469,36,1095,1238,0.13059360730593617
13471,36,3545,3045,-0.14104372355430184
13477,36,1505,1029,-0.3162790697674419
13480,36,3406,3235,-0.050205519671168486
13492,36,11658,11118,-0.04632012352032944
15360,42,1658,1785,0.07659831121833527
15367,42,9084,9559,0.05228974020255395
15370,42,15182,13994,-0.07825055987353446
15419,42,5033,4333,-0.13908205841446453
15423,42,2258,2487,0.10141718334809569
15424,42,2184,2006,-0.08150183150183155
15427,42,1182,971,-0.17851099830795258
15429,42,240,261,0.08749999999999991
15430,42,291,339,0.1649484536082475
15469,42,2237,2491,0.11354492624050061
15478,42,6680,5554,-0.16856287425149696
15243,42,13471,12991,-0.03563209858213945
15301,42,49483,49238,-0.004951195360022642
15312,42,3735,4009,0.07336010709504692
15327,42,1507,1521,0.00928998009289983
15344,42,1414,1628,0.15134370579915135
15201,42,13349,12922,-0.03198741478762457
15636,42,4070,4658,0.1444717444717445
15696,42,373,263,-0.2949061662198391
15035,42,2140,1885,-0.11915887850467288
15222,42,3954,5468,0.38290338897319165
15313,42,365,355,-0.0273972602739726
15712,42,124,215,0.7338709677419355
15780,42,167,116,-0.3053892215568862
15870,42,1245,1151,-0.07550200803212848
15068,42,38214,37442,-0.02020202020202022
15955,42,2773,2266,-0.18283447529751173
15956,42,2605,2596,-0.0034548944337812193
15009,42,15311,15114,-0.012866566520802092
15034,42,1864,1710,-0.08261802575107291
15049,42,847,904,0.06729634002361284
15052,42,3557,2958,-0.16840033736294635
15422,42,216,140,-0.35185185185185186
15431,42,4151,4167,0.0038544928932786604
15432,42,440,453,0.02954545454545454
15434,42,292,308,0.0547945205479452
15438,42,2059,2087,0.013598834385624148
15440,42,347,125,-0.6397694524495677
15026,42,3384,3324,-0.01773049645390068
15055,42,1332,1030,-0.22672672672672678
15116,42,14064,14088,0.0017064846416381396
15229,42,14115,14378,0.01863266029047117
15774,42,3007,2769,-0.07914865314266706
15944,42,3277,2971,-0.09337808971620387
15007,42,256,629,1.45703125
15014,42,3188,3055,-0.041718946047678784
15022,42,9986,9692,-0.029441217704786693
15051,42,334,466,0.39520958083832336
15054,42,457,315,-0.3107221006564551
98032,53,36368,38478,0.05801803783545978
98038,53,34362,36157,0.05223793725627157
98053,53,21185,22911,0.08147274014632999
98068,53,259,497,0.9189189189189189
98249,53,4472,4458,-0.0031305903398927137
98272,53,29017,30801,0.06148120067546614
98033,53,36105,39802,0.1023957900567789
98040,53,24120,25820,0.07048092868988398
98164,53,106,200,0.8867924528301887
98240,53,2824,2934,0.038951841359773365
95232,06,266,203,-0.23684210526315785
95245,06,2290,1650,-0.2794759825327511
95249,06,3865,5988,0.5492884864165588
95023,06,50759,54197,0.06773183080832945
95035,06,71767,75367,0.05016233087630795
95062,06,37132,36413,-0.019363352364537345
95713,06,10009,10545,0.05355180337696064
95746,06,23516,23208,-0.013097465555366505
95758,06,62411,65952,0.05673679319350766
95765,06,36700,39992,0.08970027247956414
95815,06,25394,25966,0.022525005906907092
95818,06,20542,21437,0.04356927270957067
95821,06,34053,36434,0.06992041817167349
95822,06,43427,45123,0.03905404471872331
95831,06,41233,43141,0.04627361579317535
95838,06,37133,40068,0.07904020682411872
95910,06,116,157,0.35344827586206895
95930,06,155,115,-0.25806451612903225
95947,06,1760,1676,-0.04772727272727273
95968,06,1605,1172,-0.2697819314641745
95978,06,110,153,0.3909090909090909
95982,06,3475,3097,-0.10877697841726619
95984,06,31,303,8.774193548387096
99154,53,37,37,0.0
99208,53,51734,55092,0.06490895735879687
99320,53,8737,9696,0.10976307657090545
99321,53,621,488,-0.21417069243156195
99324,53,9422,9739,0.03364466143069422
99328,53,3713,3718,0.001346619983840558
99338,53,13534,18473,0.3649327619329097
99362,53,42086,41779,-0.007294587273677711
99401,53,294,376,0.2789115646258504
99402,53,1831,1597,-0.127799016930639
99504,02,42189,41739,-0.010666287420891707
99550,02,231,145,-0.37229437229437234
99572,02,457,273,-0.4026258205689278
99587,02,2255,2025,-0.1019955654101996
99591,02,53,102,0.9245283018867925
99603,02,10130,10872,0.07324777887462974
99624,02,61,29,-0.5245901639344263
99626,02,312,293,-0.0608974358974359
99784,02,179,170,-0.05027932960893855
99901,02,13717,13850,0.009695997667128475
99903,02,22,1,-0.9545454545454546
99925,02,826,990,0.1985472154963681
99589,02,230,127,-0.4478260869565217
99602,02,214,257,0.2009345794392523
99611,02,15811,14929,-0.055783947884384344
99612,02,1074,1147,0.06797020484171323
02152,25,17962,18558,0.03318116022714612
02190,25,16880,17466,0.03471563981042647
02302,25,34757,31820,-0.08450096383462324
05450,50,5101,5073,-0.005489119780435203
05462,50,1875,1850,-0.013333333333333308
05463,50,577,450,-0.220103986135182
05655,50,2987,2930,-0.019082691663876772
05656,50,3578,3625,0.013135830072666277
05681,50,372,373,0.0026881720430107503
05735,50,4136,3944,-0.046421663442940075
96009,06,294,291,-0.010204081632653073
96027,06,2464,2273,-0.07751623376623373
96035,06,3431,3341,-0.0262314194112504
96038,06,636,717,0.12735849056603765
96044,06,962,1125,0.16943866943866936
96065,06,445,286,-0.35730337078651686
96067,06,6991,7050,0.008439422114146833
96071,06,125,21,-0.832
96080,06,27524,31009,0.1266167708181951
96085,06,67,66,-0.014925373134328401
96094,06,6145,7104,0.1560618388934092
96107,06,1306,1057,-0.19065849923430322
96118,06,1717,1671,-0.026790914385556253
96126,06,55,166,2.018181818181818
96132,06,105,54,-0.48571428571428577
96134,06,2357,2075,-0.11964361476453123
96146,06,857,1096,0.278879813302217
96703,15,2162,2356,0.08973172987974087
96706,15,67146,76081,0.1330682393590088
96714,15,715,1222,0.709090909090909
96717,15,4965,4860,-0.02114803625377648
96722,15,2629,1874,-0.2871814378090529
96727,15,5575,4636,-0.16843049327354265
96730,15,1276,1401,0.097962382445141
96731,15,3085,2956,-0.04181523500810369
96740,15,36655,43045,0.1743281953348792
96086,06,359,239,-0.33426183844011137
96097,06,9860,9468,-0.03975659229208928
96101,06,5531,5152,-0.06852287109021882
96120,06,1064,927,-0.12875939849624063
96122,06,3864,3594,-0.06987577639751552
96123,06,35,45,0.2857142857142858
96128,06,831,823,-0.009626955475330878
96701,15,39270,40279,0.025693913929208057
96705,15,2512,2662,0.0597133757961783
96742,15,85,436,4.129411764705883
96746,15,19139,18863,-0.014420816134594339
96751,15,50,153,2.06
96752,15,3211,3470,0.08066023045780124
96753,15,28134,29146,0.03597071159451204
96795,15,10685,9909,-0.07262517547964431
96814,15,18680,20348,0.08929336188436832
98057,53,13204,11534,-0.12647682520448345
98074,53,26530,29349,0.10625706747078789
98670,53,94,37,-0.6063829787234043
98847,53,1714,2295,0.3389731621936989
98940,53,383,445,0.16187989556135762
98586,53,1927,1763,-0.08510638297872342
98661,53,44144,48485,0.09833725987676689
04495,23,568,361,-0.3644366197183099
04627,23,1581,1640,0.03731815306767872
04673,23,174,152,-0.12643678160919536
04063,23,438,431,-0.01598173515981738
04109,23,118,80,-0.3220338983050848
04227,23,62,83,0.33870967741935476
04234,23,147,61,-0.5850340136054422
04267,23,84,46,-0.45238095238095233
04286,23,143,0,-1.0
72479,05,1622,1499,-0.07583230579531441
72520,05,408,283,-0.30637254901960786
72523,05,1085,1076,-0.00829493087557609
72524,05,280,362,0.2928571428571429
72526,05,259,111,-0.5714285714285714
72532,05,1688,937,-0.4449052132701422
72550,05,800,820,0.02499999999999991
72562,05,2430,2189,-0.09917695473251031
72585,05,395,208,-0.4734177215189873
72611,05,1650,1568,-0.049696969696969684
72640,05,277,469,0.6931407942238268
72651,05,1570,1015,-0.35350318471337583
72655,05,463,324,-0.3002159827213823
72686,05,127,130,0.023622047244094446
72712,05,46387,60096,0.2955353870696531
72717,05,840,1014,0.20714285714285707
72730,05,8847,8624,-0.02520628461625407
72047,05,922,655,-0.28958785249457697
72021,05,3919,3666,-0.06455728502168923
72025,05,726,656,-0.09641873278236912
72036,05,687,630,-0.08296943231441045
72044,05,816,1114,0.3651960784313726
72512,05,2322,2692,0.15934539190353147
72539,05,208,209,0.004807692307692291
72543,05,11979,13011,0.08615076383671427
72544,05,360,865,1.4027777777777777
72567,05,195,265,0.35897435897435903
72568,05,1226,1474,0.20228384991843384
72619,05,2107,1811,-0.14048410061699101
72645,05,1802,1792,-0.005549389567147567
72648,05,728,568,-0.21978021978021978
72666,05,179,71,-0.6033519553072626
72682,05,599,148,-0.7529215358931552
72685,05,1423,1356,-0.047083626141953605
72719,05,9988,14115,0.4131958350020024
72732,05,4197,4716,0.12365975696926368
72739,05,344,508,0.4767441860465116
72742,05,441,825,0.870748299319728
72751,05,6608,8296,0.25544794188861975
72764,05,55598,57561,0.03530702543256958
72833,05,4421,3813,-0.13752544673150868
72840,05,2081,2019,-0.02979336857280157
72842,05,1161,1005,-0.13436692506459946
72048,05,37,85,1.2972972972972974
72061,05,126,124,-0.015873015873015928
72068,05,499,498,-0.002004008016032066
72076,05,39359,38784,-0.014609111003836439
72082,05,2218,2344,0.05680793507664572
72104,05,23641,23308,-0.014085698574510364
01340,25,1686,1780,0.05575326215895604
01350,25,104,100,-0.038461538461538436
01438,25,553,512,-0.07414104882459316
01902,25,47052,49472,0.051432457706367396
01913,25,16907,17474,0.03353640503933275
01922,25,2803,3758,0.34070638601498393
01930,25,29399,30291,0.030341168066940982
01701,25,31949,33742,0.056120692353438306
01602,25,23709,24363,0.027584461596861898
01611,25,2548,2036,-0.2009419152276295
04614,23,2459,2663,0.08296055307035388
04624,23,120,191,0.5916666666666666
04631,23,1365,1300,-0.04761904761904767
04635,23,42,10,-0.7619047619047619
04649,23,1269,1162,-0.0843183609141056
04681,23,1262,981,-0.22266244057052298
04693,23,482,456,-0.053941908713692976
04743,23,4628,4483,-0.03133102852203973
04750,23,2353,2261,-0.039099022524436866
04760,23,750,640,-0.1466666666666666
04766,23,401,387,-0.034912718204488824
04776,23,898,973,0.08351893095768381
04841,23,7233,7172,-0.00843356836720588
04847,23,1656,1729,0.04408212560386482
04912,23,1092,813,-0.2554945054945055
04915,23,8690,8943,0.029113924050632844
04925,23,133,54,-0.5939849624060151
04937,23,6421,6473,0.008098427036287159
04949,23,825,786,-0.047272727272727244
04962,23,192,225,0.171875
04965,23,2126,2159,0.015522107243649996
04974,23,2639,2575,-0.02425161045850699
04003,23,468,214,-0.5427350427350428
04015,23,3885,3838,-0.012097812097812133
04019,23,0,42,inf
04029,23,1651,1830,0.1084191399152028
04030,23,2774,2183,-0.21304974765681328
04038,23,16834,17723,0.05280978971129846
04064,23,8259,8521,0.0317229688824312
04068,23,1728,1329,-0.2309027777777778
04069,23,1568,1549,-0.01211734693877553
04091,23,808,810,0.0024752475247524774
04093,23,8106,8289,0.022575869726128683
04364,23,5941,5974,0.005554620434270241
04412,23,9341,9026,-0.03372229953966388
04413,23,194,145,-0.25257731958762886
04426,23,4553,4501,-0.011421041071820737
04435,23,1001,1223,0.22177822177822182
04449,23,1580,1202,-0.23924050632911398
04459,23,847,794,-0.06257378984651707
04544,23,690,930,0.34782608695652173
04573,23,479,435,-0.09185803757828814
04623,23,1092,1011,-0.07417582417582413
04625,23,49,49,0.0
04629,23,217,0,-1.0
04634,23,1840,1946,0.05760869565217397
04648,23,458,723,0.5786026200873362
04653,23,474,573,0.2088607594936709
04674,23,636,377,-0.4072327044025157
28071,37,2995,2752,-0.08113522537562601
28075,37,16936,19654,0.16048653755314124
28079,37,33008,40990,0.2418201648085312
28080,37,8078,7387,-0.08554097548898243
28089,37,237,219,-0.07594936708860756
28115,37,34912,36978,0.059177360219981656
28120,37,20066,21624,0.07764377554071555
28169,37,143,169,0.18181818181818188
28202,37,11602,14153,0.21987588346836762
28206,37,12305,12260,-0.00365704997968308
28207,37,9666,10294,0.06496999793089175
28270,37,32716,34958,0.06852916004401521
28301,37,17991,16981,-0.056139180701461844
28311,37,34364,35534,0.03404725875916648
28385,37,2595,2012,-0.22466281310211944
28323,37,3769,4125,0.09445476253648177
28325,37,503,647,0.28628230616302197
28372,37,13524,13371,-0.011313220940550095
28387,37,14293,15110,0.05716084796753651
28399,37,1878,1896,0.009584664536741228
28447,37,1932,1941,0.004658385093167627
28454,37,2087,2827,0.35457594633445133
28455,37,1684,2698,0.6021377672209025
28457,37,10248,10967,0.07016003122560499
28460,37,9966,10831,0.08679510335139473
28465,37,6781,7750,0.1428992773927149
28467,37,9519,12115,0.27271772244983716
28707,37,78,179,1.2948717948717947
28709,37,2416,2650,0.0968543046357615
28464,37,2121,2827,0.33286185761433296
28519,37,295,299,0.013559322033898313
28527,37,1288,1032,-0.19875776397515532
28528,37,765,589,-0.23006535947712414
28529,37,2354,1979,-0.15930331350892102
28012,37,20865,23475,0.12508986340762052
28027,37,58474,68564,0.17255532373362525
28032,37,3298,3211,-0.026379624014554293
28052,37,34764,35741,0.028103785525255942
28076,37,812,819,0.008620689655172376
28081,37,26798,29421,0.09788043883871933
28090,37,7803,8649,0.10841983852364478
28129,37,5454,5772,0.05830583058305838
28146,37,26666,30212,0.13297832445811153
28167,37,2239,2284,0.020098258150960335
28211,37,29566,31510,0.06575120070351081
28213,37,37556,45086,0.200500585791884
28216,37,50505,49103,-0.027759627759627814
28277,37,67095,70193,0.04617333631418141
28278,37,22888,29919,0.3071915414190842
28303,37,29197,30605,0.0482241326163646
28314,37,54109,59189,0.09388456633831721
28330,37,534,240,-0.550561797752809
28347,37,2094,2012,-0.03915950334288443
28351,37,4078,4767,0.16895537027954877
28357,37,3401,2520,-0.2590414583945898
18458,42,2991,2968,-0.0076897358742895605
18459,42,65,58,-0.10769230769230764
18503,42,1219,1197,-0.018047579983593076
18509,42,13417,13786,0.027502422300067053
25981,54,733,584,-0.2032742155525239
25118,54,832,894,0.07451923076923084
25086,54,735,697,-0.051700680272108834
25111,54,748,562,-0.24866310160427807
25114,54,630,228,-0.638095238095238
25148,54,291,447,0.5360824742268042
25149,54,196,105,-0.4642857142857143
25154,54,729,989,0.3566529492455419
25160,54,173,275,0.5895953757225434
25168,54,2182,3815,0.7483959670027498
25181,54,1450,1189,-0.18000000000000005
25186,54,1041,1023,-0.01729106628242072
25205,54,455,200,-0.5604395604395604
25211,54,191,92,-0.5183246073298429
25301,54,2417,2120,-0.12287960281340504
25304,54,8705,8732,0.0031016657093625444
25401,54,14675,14676,6.814310051117545e-05
25444,54,180,283,0.5722222222222222
25503,54,908,1336,0.47136563876651993
25510,54,5394,5109,-0.052836484983314835
25511,54,1005,829,-0.1751243781094527
25547,54,1036,732,-0.2934362934362934
25646,54,1023,995,-0.027370478983382185
25661,54,6258,5791,-0.07462448066474914
25672,54,451,296,-0.343680709534368
25801,54,34166,31694,-0.07235263127085412
25825,54,2653,3000,0.13079532604598576
25839,54,563,295,-0.4760213143872114
25853,54,114,15,-0.868421052631579
25560,54,8228,7590,-0.07754010695187163
25570,54,6576,5193,-0.2103102189781022
25571,54,1886,2211,0.17232237539766704
25635,54,1403,1681,0.19814682822523166
25639,54,474,408,-0.1392405063291139
25699,54,153,133,-0.130718954248366
25703,54,6980,7205,0.0322349570200573
25812,54,1893,1710,-0.0966719492868463
25125,54,646,1297,1.0077399380804954
25136,54,1863,1751,-0.060118089103596395
25139,54,346,453,0.30924855491329484
25159,54,5711,4939,-0.13517772719313603
25870,54,81,44,-0.45679012345679015
25902,54,166,191,0.1506024096385543
25916,54,155,314,1.0258064516129033
25313,54,13027,11611,-0.10869732094879869
25443,54,7442,7401,-0.00550927170115556
25504,54,13001,13249,0.01907545573417435
25505,54,559,325,-0.41860465116279066
25506,54,4744,5563,0.17263912310286678
25517,54,2368,1216,-0.4864864864864865
25972,54,247,272,0.10121457489878538
25976,54,2347,2626,0.11887515977844054
25152,54,323,500,0.5479876160990713
25244,54,555,610,0.0990990990990992
25275,54,1933,1761,-0.08898085876875328
28127,37,7306,7227,-0.010813030385984135
28137,37,3498,3100,-0.11377930245854773
28139,37,19506,20948,0.07392597149594993
28212,37,42007,46770,0.1133858642607184
26810,54,440,398,-0.09545454545454546
26040,54,1840,1982,0.07717391304347831
26041,54,15981,15585,-0.024779425567861835
26060,54,2111,1743,-0.17432496447181434
26070,54,8079,8028,-0.006312662458225038
26074,54,1218,1205,-0.010673234811165888
26422,54,476,481,0.010504201680672232
26431,54,5681,5835,0.027107903538109435
26436,54,115,211,0.8347826086956522
26501,54,20374,21870,0.07342691665848622
26505,54,38243,39487,0.03252882880527164
26534,54,1952,2876,0.473360655737705
26547,54,2531,3058,0.20821809561438176
26575,54,868,767,-0.11635944700460832
26582,54,5305,4171,-0.21376060320452406
26610,54,1081,851,-0.21276595744680848
26615,54,260,237,-0.08846153846153848
26617,54,278,87,-0.6870503597122302
26691,54,435,554,0.27356321839080455
26763,54,1448,1507,0.04074585635359118
26812,54,1639,1690,0.031116534472239277
26815,54,732,750,0.024590163934426146
26845,54,512,934,0.82421875
26301,54,30408,28652,-0.05774796106287816
26369,54,840,531,-0.3678571428571429
26386,54,2307,3037,0.316428261811877
26410,54,986,926,-0.0608519269776876
26421,54,236,158,-0.3305084745762712
26444,54,3784,3762,-0.005813953488372103
26451,54,787,644,-0.18170266836086402
26456,54,3608,3663,0.015243902439024293
26508,54,32689,34453,0.053963106855517085
26542,54,2198,2370,0.07825295723384906
26543,54,256,170,-0.3359375
26568,54,624,580,-0.07051282051282048
26571,54,2139,2094,-0.02103786816269282
26572,54,407,138,-0.6609336609336609
26761,54,480,640,0.33333333333333326
26764,54,3842,4158,0.08224882873503381
26817,54,315,239,-0.2412698412698413
26865,54,130,199,0.5307692307692307
26636,54,407,501,0.23095823095823098
26638,54,161,174,0.08074534161490687
26660,54,254,397,0.5629921259842521
26720,54,176,157,-0.10795454545454541
26755,54,725,864,0.19172413793103438
26802,54,1175,920,-0.21702127659574466
26847,54,6680,6088,-0.08862275449101797
26055,54,2102,1053,-0.49904852521408183
26133,54,1369,1425,0.04090577063550027
26137,54,715,488,-0.31748251748251743
26142,54,2880,2490,-0.13541666666666663
26147,54,2234,2249,0.006714413607878278
26175,54,3503,3631,0.03654010847844713
26202,54,687,482,-0.2983988355167394
17349,42,7523,7261,-0.034826531968629504
17353,42,3217,3413,0.060926328877836555
17501,42,4226,4450,0.0530052058684336
17517,42,16353,15974,-0.023176175625267526
27053,37,2879,3419,0.18756512678013193
27104,37,28507,29318,0.028449152839653324
27106,37,46876,47332,0.009727792473760655
27814,37,1728,1564,-0.09490740740740744
27818,37,1485,1426,-0.03973063973063973
27822,37,7984,8797,0.1018286573146292
27011,37,5745,4885,-0.14969538729329857
27012,37,25699,28051,0.09152107085878836
27014,37,750,932,0.2426666666666666
27017,37,9399,9438,0.004149377593360981
27870,37,26918,24571,-0.08719072739430866
27885,37,1251,1164,-0.0695443645083933
27926,37,1457,1899,0.3033630748112559
27947,37,1595,1350,-0.15360501567398122
27959,37,2827,2971,0.05093738945879034
27965,37,701,318,-0.5463623395149786
27974,37,1370,1399,0.02116788321167884
27985,37,339,374,0.1032448377581121
27922,37,992,530,-0.4657258064516129
27936,37,1163,795,-0.3164230438521066
27939,37,2592,2798,0.07947530864197527
27950,37,2071,1946,-0.060357315306615145
27954,37,6334,7397,0.16782443953268067
27970,37,3179,3070,-0.034287511796162295
27878,37,2037,1458,-0.28424153166421207
27883,37,3507,3184,-0.09210151126318789
27909,37,40050,39804,-0.0061423220973783055
27932,37,12473,11728,-0.059729014671690894
27941,37,646,215,-0.6671826625386996
27960,37,486,973,1.0020576131687244
27967,37,309,98,-0.6828478964401294
27972,37,240,94,-0.6083333333333334
27976,37,3591,4714,0.3127262600946812
27045,37,8558,10011,0.16978265949988325
27009,37,2402,3341,0.39092422980849295
27028,37,26050,25865,-0.007101727447216932
27054,37,2066,2118,0.02516940948693125
27127,37,37298,41398,0.10992546517239532
27208,37,1827,1470,-0.1954022988505747
27215,37,40467,43187,0.06721526181827175
27217,37,36307,38587,0.06279780758531417
27235,37,4024,4609,0.14537773359840944
27214,37,11583,12421,0.07234740568073894
27244,37,14168,16697,0.17850084697910784
27263,37,22394,22157,-0.010583191926408886
27278,37,25112,26393,0.051011468620579814
27288,37,23329,23536,0.008873076428479676
27291,37,1389,1293,-0.06911447084233258
27301,37,8625,8797,0.019942028985507232
27302,37,28686,31693,0.10482465314090494
27313,37,7291,6663,-0.0861335893567412
27343,37,1635,1655,0.012232415902140747
27350,37,6334,6253,-0.012788127565519392
27370,37,14185,13770,-0.029256256609094144
27379,37,5566,4898,-0.12001437297879991
18013,42,17711,18880,0.06600417819434257
18030,42,821,734,-0.10596833130328864
18035,42,98,14,-0.8571428571428572
18041,42,5149,5429,0.05437949116333263
37866,47,1730,1508,-0.1283236994219653
37869,47,4840,4624,-0.044628099173553704
37890,47,6605,7208,0.0912944738834216
37909,47,15319,16321,0.06540896925386774
37014,47,2500,2858,0.1432
37031,47,4399,4149,-0.05683109797681296
37032,47,4094,5227,0.2767464582315584
37129,47,52703,60516,0.14824583040813621
37057,47,1003,660,-0.34197407776669986
37074,47,6941,9967,0.4359602362771935
37096,47,5465,5947,0.08819762122598362
37135,47,10374,17318,0.669365721997301
37137,47,3934,2679,-0.3190137264870361
37142,47,1898,1747,-0.0795574288724974
37167,47,54803,61176,0.11628925423790659
37171,47,519,874,0.6840077071290944
37201,47,1870,1745,-0.0668449197860963
37213,47,125,40,-0.6799999999999999
37302,47,3602,5139,0.42670738478622994
37334,47,22630,23398,0.033937251436146676
37335,47,2681,2626,-0.02051473330846698
37601,47,36214,35963,-0.006931021152040695
37642,47,14544,14658,0.007838283828382808
37680,47,710,485,-0.31690140845070425
37686,47,8236,8470,0.028411850412821682
37701,47,7174,7509,0.04669640367995531
37727,47,2290,2450,0.06986899563318771
37764,47,8978,10448,0.163733570951214
37772,47,10763,13106,0.21769023506457308
37801,47,25543,27102,0.06103433425987559
37804,47,24901,27040,0.0859001646520221
37819,47,697,665,-0.045911047345767564
37871,47,9227,8524,-0.076189444022976
37873,47,4685,4362,-0.06894343649946644
37874,47,14009,15765,0.1253479905774859
37876,47,31525,32142,0.019571768437747883
37879,47,10617,11501,0.08326269190920232
37880,47,3441,3772,0.09619296716070913
37881,47,2368,2023,-0.14569256756756754
37924,47,11283,12312,0.09119914916245686
37931,47,27364,28440,0.03932173658821814
37932,47,15947,19206,0.20436445726468921
37019,47,460,676,0.4695652173913043
37020,47,5506,6036,0.0962586269524155
37353,47,4663,4921,0.055329187218528864
37365,47,1205,1263,0.0481327800829876
37374,47,1904,1886,-0.009453781512605008
37375,47,4287,4026,-0.06088173547935616
37385,47,8771,9292,0.05940029643142175
37396,47,169,221,0.3076923076923077
37406,47,14977,14259,-0.047940174934900215
37408,47,1431,2033,0.4206848357791755
37419,47,5864,6557,0.11817871759890863
37018,47,2306,2494,0.08152645273200343
37022,47,5974,6694,0.12052226314027448
37023,47,1431,1408,-0.01607267645003496
37030,47,6624,7674,0.15851449275362328
37064,47,53212,60272,0.1326768398105691
37067,47,25787,31681,0.2285647807034552
39656,28,899,671,-0.25361512791991103
39661,28,2814,2713,-0.03589196872778966
39743,28,1597,1893,0.18534752661239828
39746,28,3578,2353,-0.34237003912800446
39747,28,1941,1426,-0.265327150953117
39762,28,2931,2730,-0.06857727737973385
39766,28,3136,2692,-0.14158163265306123
39767,28,544,942,0.7316176470588236
39776,28,1599,1278,-0.20075046904315197
39759,28,43060,43941,0.02045982350209008
39870,13,2259,1994,-0.11730854360336429
39877,13,379,446,0.17678100263852237
39885,13,123,77,-0.3739837398373984
39886,13,1666,1492,-0.10444177671068422
39897,13,3517,3534,0.0048336650554450244
39354,28,1880,2988,0.5893617021276596
39501,28,21800,23807,0.09206422018348626
39730,28,11297,12419,0.09931840311587137
40507,21,1710,1671,-0.02280701754385961
40701,21,29797,29128,-0.022451924690405023
40363,21,0,17,inf
40376,21,0,31,inf
40943,21,737,482,-0.34599728629579374
40927,21,275,510,0.8545454545454545
40940,21,707,297,-0.57991513437058
40941,21,290,167,-0.4241379310344827
40946,21,170,302,0.776470588235294
40958,21,500,218,-0.5640000000000001
40962,21,18474,17699,-0.041950849843022664
40982,21,416,380,-0.08653846153846156
40004,21,29563,29892,0.0111287758346581
40008,21,3579,3173,-0.1134395082425258
40037,21,2771,2857,0.03103572717430536
40046,21,1774,1392,-0.2153325817361894
40050,21,1726,1460,-0.15411355735805332
40108,21,11782,12190,0.0346290952300119
40117,21,2421,2264,-0.06484923585295332
40144,21,1933,1117,-0.4221417485773409
40150,21,3797,4892,0.28838556755333156
40152,21,514,971,0.8891050583657587
40020,21,121,226,0.8677685950413223
40026,21,5788,6313,0.0907049067035246
40060,21,1056,1294,0.22537878787878785
40258,21,27000,26664,-0.01244444444444448
40312,21,5943,5238,-0.1186269560827865
40328,21,1048,911,-0.1307251908396947
40330,21,19113,19546,0.02265473761314296
40339,21,0,214,inf
40347,21,2791,3276,0.1737728412755284
40351,21,19918,22097,0.1093985339893564
40353,21,21542,21936,0.018289852381394578
40360,21,6850,6880,0.004379562043795637
40383,21,22545,23787,0.05508982035928134
40437,21,5459,5746,0.0525737314526471
40444,21,14079,14732,0.04638113502379437
40472,21,1462,1842,0.25991792065663466
40486,21,2584,3068,0.18730650154798756
40514,21,15337,16607,0.08280628545347857
40734,21,3376,3956,0.1718009478672986
43778,39,1411,1400,-0.007795889440113446
43793,39,4922,4708,-0.04347826086956519
43812,39,18848,18917,0.003660865874363317
43824,39,3618,4029,0.11359867330016593
43832,39,7665,7687,0.002870189171559012
