NAME,state,county,population_2010,population_2011,population_2012,population_2013,population_2014,population_2015,population_2016,population_2017,population_2018,population_2019,2010_to_2011_chg,2011_to_2012_chg,2012_to_2013_chg,2013_to_2014_chg,2014_to_2015_chg,2015_to_2016_chg,2016_to_2017_chg,2017_to_2018_chg,2018_to_2019_chg,2010_to_2019_chg
"Deschutes County, Oregon",41,017,157894.0,160338.0,162277.0,165954.0,170388.0,175268.0,181307.0,186875.0,191996.0,197692.0,0.015478738900781552,0.012093203108433537,0.022658787135576786,0.026718247225134606,0.028640514590229316,0.034455804824611524,0.030710342126889723,0.027403344481605307,0.02966728473509872,0.2520551762574892
"Douglas County, Oregon",41,019,107638.0,107490.0,107164.0,106940.0,106972.0,107685.0,108457.0,109405.0,110283.0,110980.0,-0.0013749790966015585,-0.003032840264210579,-0.0020902541898398797,0.0002992332148867849,0.0066652955913697465,0.0071690579003576005,0.008740791281337312,0.008025227366208032,0.0063201037331228616,0.031048514465151777
"Jackson County, Oregon",41,029,203462.0,204822.0,206412.0,208545.0,210287.0,212567.0,216527.0,217479.0,219564.0,220944.0,0.006684294856041939,0.007762837976389214,0.010333701528980832,0.008353113236951204,0.010842325012958565,0.018629420370988914,0.004396680321622659,0.009587132550729072,0.00628518336339301,0.08592267843626811
"Josephine County, Oregon",41,033,82807.0,82987.0,82930.0,83306.0,83599.0,84745.0,85904.0,86352.0,87393.0,87487.0,0.002173729274095093,-0.0006868545675828841,0.004533944290365355,0.00351715362638938,0.013708297946147585,0.013676323086907693,0.0052151238591917615,0.012055308504724804,0.0010756010206767197,0.05651696112647486
"Klamath County, Oregon",41,035,64723.0,65552.0,65912.0,65910.0,65455.0,66016.0,66443.0,66935.0,67653.0,68238.0,0.012808429769942675,0.00549182328533071,-3.0343488287454257e-05,-0.006903353057199246,0.008570773814070787,0.006468128938439177,0.007404843249100734,0.010726824531261725,0.008647066648929114,0.054308360242881104
"Lane County, Oregon",41,039,351983.0,353416.0,354542.0,356212.0,358337.0,362895.0,369519.0,374748.0,379611.0,382067.0,0.004071219348661614,0.003186047038051365,0.004710302305509728,0.005965548605886273,0.012719869843192289,0.018253213739511498,0.014150828509494673,0.01297672035607933,0.006469780907297107,0.0854700369051915
"Linn County, Oregon",41,043,116910.0,118122.0,118360.0,118765.0,119356.0,120547.0,122849.0,125047.0,127335.0,129749.0,0.010366948935078169,0.0020148659860144136,0.0034217641094964613,0.004976213530922369,0.009978551560038795,0.019096286095879655,0.01789188353181559,0.01829712028277375,0.01895786704362501,0.10981951928834155
"Marion County, Oregon",41,047,316096.0,318872.0,319985.0,323614.0,326110.0,330700.0,336316.0,341286.0,346868.0,347818.0,0.008782142134035276,0.0034904287613839458,0.011341156616716308,0.0077128925201011,0.014075005366287474,0.016982159056546653,0.014777768527218349,0.01635578371219437,0.002738794008095402,0.10035558817574408
"Multnomah County, Oregon",41,051,737902.0,748031.0,759256.0,766135.0,776712.0,790294.0,799766.0,807555.0,811880.0,812855.0,0.013726755043352634,0.015006062582967772,0.00906018523396579,0.013805660882220572,0.017486532974899216,0.011985413023507752,0.009739098686365688,0.005355672369064646,0.0012009163915849275,0.10157581901119661
"Polk County, Oregon",41,053,75625.0,75993.0,76353.0,76794.0,77916.0,79391.0,81823.0,83696.0,85234.0,86085.0,0.004866115702479412,0.004737278433539993,0.005775804487053504,0.014610516446597499,0.018930643256840796,0.030633195198448204,0.02289087420407454,0.018376027528197225,0.00998427857427786,0.13831404958677695
"Umatilla County, Oregon",41,059,76079.0,76725.0,76820.0,76720.0,76705.0,76531.0,76456.0,76985.0,77516.0,77950.0,0.008491173648444317,0.0012381883349625866,-0.0013017443374121473,-0.00019551616266944016,-0.0022684310018903364,-0.0009799950346918163,0.006919012242335487,0.00689744755471855,0.005598844109603096,0.024592857424519332
"Washington County, Oregon",41,067,531744.0,540410.0,547672.0,554996.0,562998.0,574326.0,582779.0,588957.0,597695.0,601592.0,0.016297316001685047,0.01343794526378117,0.013372967761726029,0.014418121932410433,0.020120853004806483,0.014718121763597658,0.010600931056198082,0.014836397224245568,0.0065200478504923165,0.13135644219774933
"Yamhill County, Oregon",41,071,99391.0,100000.0,100255.0,100725.0,101758.0,102659.0,105035.0,105722.0,107002.0,107100.0,0.006127315350484386,0.0025500000000000522,0.0046880454840156904,0.010255646562422394,0.008854340690658269,0.023144585472291812,0.006540676917218047,0.01210722460793412,0.000915870731388102,0.07756235474036877
"Adams County, Pennsylvania",42,001,101485.0,101434.0,101482.0,101546.0,101714.0,102295.0,102180.0,102336.0,102811.0,103009.0,-0.0005025373207863115,0.00047321410966727484,0.0006306537119882272,0.0016544226261989703,0.005712094696895154,-0.001124199618749655,0.0015267175572519776,0.004641572858036236,0.0019258639639727626,0.015016997585850067
"Allegheny County, Pennsylvania",42,003,1223583.0,1227066.0,1229338.0,1231527.0,1231255.0,1230459.0,1225365.0,1223048.0,1218452.0,1216045.0,0.0028465580185406125,0.0018515711461322137,0.0017806331537786324,-0.00022086401678567125,-0.0006464948365692003,-0.004139918518211494,-0.0018908651707858493,-0.0037578247133391862,-0.0019754573836310296,-0.006160595562377025
"Armstrong County, Pennsylvania",42,005,68839.0,68568.0,68409.0,68107.0,67785.0,67052.0,66486.0,65642.0,65263.0,64735.0,-0.003936721916355523,-0.0023188659432971104,-0.004414623806809015,-0.004727854699223322,-0.010813601829313235,-0.008441209807313776,-0.012694401828956425,-0.005773742421010919,-0.008090342154053576,-0.05961736806170925
"Beaver County, Pennsylvania",42,007,170567.0,170414.0,170245.0,170115.0,169392.0,168871.0,167429.0,166140.0,164742.0,163929.0,-0.0008970082137811364,-0.000991702559648866,-0.000763605392228861,-0.004250066131734398,-0.003075706054595284,-0.008539062361210603,-0.007698785753961435,-0.008414590104731001,-0.004934989255927502,-0.03891725832077719
"Berks County, Pennsylvania",42,011,411850.0,412778.0,413491.0,413521.0,413691.0,415271.0,414812.0,417854.0,420152.0,421164.0,0.0022532475415806275,0.0017273207389929546,7.255296971386826e-05,0.0004111036682539204,0.003819275739622041,-0.001105302320653312,0.007333442619789299,0.005499528543462473,0.0024086521068564792,0.022615029743838777
"Blair County, Pennsylvania",42,013,127031.0,127099.0,127121.0,126314.0,125955.0,125593.0,124650.0,123457.0,122492.0,121829.0,0.0005353024064991274,0.00017309341536919653,-0.0063482823451671555,-0.002842123596750956,-0.002874042316700409,-0.007508380244121926,-0.009570798235058131,-0.007816486711972548,-0.005412598373771393,-0.04095063409718891
"Bucks County, Pennsylvania",42,017,625472.0,626854.0,627053.0,626976.0,626685.0,627367.0,626399.0,628341.0,628195.0,628270.0,0.0022095313619154844,0.0003174582917233604,-0.0001227966376048384,-0.0004641325983769651,0.0010882660347701911,-0.0015429565150860691,0.003100260377171704,-0.00023235790756925834,0.0001193896799560612,0.004473421671953304
"Butler County, Pennsylvania",42,019,184059.0,184848.0,184970.0,185476.0,185943.0,186818.0,186847.0,187108.0,187888.0,187853.0,0.0042866689485436815,0.0006600017311519935,0.0027355787424987454,0.0025178459746812987,0.00470574315784944,0.00015523129462891028,0.0013968648145274987,0.004168715394317735,-0.00018628118879326916,0.020612955628358298
"Cambria County, Pennsylvania",42,021,143498.0,143728.0,141584.0,140499.0,137732.0,136411.0,134732.0,133054.0,131730.0,130192.0,0.0016028097952585085,-0.01491706556829564,-0.007663295287603122,-0.01969409034939751,-0.009591089942787456,-0.012308391552000919,-0.012454353828340703,-0.009950847024516318,-0.011675396644651892,-0.09272603102482269
"Carbon County, Pennsylvania",42,025,65220.0,65154.0,65006.0,64786.0,64441.0,63960.0,63594.0,63853.0,64227.0,64182.0,-0.0010119595216191435,-0.002271541271449129,-0.003384302987416543,-0.005325224585558619,-0.0074641920516441695,-0.00572232645403381,0.004072711262068651,0.005857203263746502,-0.0007006399177915679,-0.01591536338546462
"Centre County, Pennsylvania",42,027,154127.0,154722.0,155171.0,155403.0,158742.0,160580.0,161464.0,162660.0,162805.0,162385.0,0.0038604527435166514,0.002901979033363089,0.001495124733358777,0.021486071697457643,0.011578536241196424,0.005505044214721533,0.007407223901302995,0.0008914299766384914,-0.00257977334848436,0.05357919118648913
"Chester County, Pennsylvania",42,029,499797.0,503897.0,506575.0,509468.0,512784.0,515939.0,516312.0,519293.0,522046.0,524989.0,0.008203330552204235,0.005314578177683105,0.005710901643389388,0.006508750304238919,0.006152688071390688,0.0007229536825090754,0.005773640744356046,0.0053014386868299734,0.005637434249089246,0.05040446421247036
"Clearfield County, Pennsylvania",42,033,81562.0,81445.0,81184.0,81174.0,81191.0,80994.0,80596.0,79685.0,79388.0,79255.0,-0.001434491552438688,-0.0032046166124378717,-0.00012317698068586846,0.00020942666371004393,-0.0024263773078296857,-0.004913944242783463,-0.01130329048588019,-0.0037271757545335182,-0.0016753161686904328,-0.028285230867315714
"Columbia County, Pennsylvania",42,037,67268.0,67476.0,66887.0,66797.0,67122.0,66672.0,66420.0,65932.0,65456.0,64964.0,0.003092109175239388,-0.00872902958088806,-0.0013455529475084882,0.004865487971016602,-0.006704210244033226,-0.0037796976241900593,-0.007347184582956912,-0.007219559546199128,-0.007516499633341445,-0.03425105547957419
"Crawford County, Pennsylvania",42,039,88657.0,88740.0,87598.0,87376.0,87175.0,86484.0,86257.0,86159.0,85063.0,84629.0,0.0009361922916408805,-0.012869055668244256,-0.002534304436174306,-0.002300402856619699,-0.007926584456552921,-0.0026247629619351454,-0.00113613967562054,-0.012720667602920233,-0.005102100795880693,-0.045433524707580886
"Cumberland County, Pennsylvania",42,041,235861.0,237892.0,238614.0,241212.0,243762.0,246338.0,248506.0,250066.0,251423.0,253370.0,0.008611003938760575,0.003034990668034254,0.010887877492519404,0.010571613352569509,0.0105676848729499,0.008800915814856092,0.0062775144262110505,0.005426567386209946,0.007743921598262649,0.07423440076994492
"Dauphin County, Pennsylvania",42,043,268220.0,268977.0,269665.0,270937.0,271453.0,272983.0,273707.0,275710.0,277097.0,278299.0,0.002822310043993692,0.002557839517876914,0.004716963640071903,0.0019045017845475964,0.005636334835128043,0.0026521798060685775,0.0073180444782194876,0.005030648144789707,0.004337831156598693,0.037577361867124015
"Delaware County, Pennsylvania",42,045,559276.0,559494.0,561098.0,561973.0,562960.0,563894.0,563402.0,564696.0,564751.0,566747.0,0.00038978965662739284,0.0028668761416565935,0.0015594423790497025,0.001756312135992255,0.0016590876794089215,-0.0008725044068566001,0.0022967614598456976,9.739753779025584e-05,0.003534300957413139,0.013358341856257061
"Erie County, Pennsylvania",42,049,280686.0,280985.0,280646.0,280294.0,278443.0,278045.0,276207.0,274541.0,272061.0,269728.0,0.0010652472870040786,-0.0012064700962685082,-0.0012542491252325316,-0.006603780316382091,-0.0014293769281324975,-0.006610440755992708,-0.006031708102980704,-0.009033259148906736,-0.008575282749089363,-0.03904006612371125
"Fayette County, Pennsylvania",42,051,136446.0,136097.0,135660.0,134999.0,134086.0,133628.0,132733.0,131504.0,130441.0,129274.0,-0.002557788429122132,-0.003210945134720089,-0.004872475305911839,-0.0067630130593560045,-0.003415718270363799,-0.0066976980872272,-0.009259189500727016,-0.008083404307093311,-0.008946573546660952,-0.0525629186637937
"Franklin County, Pennsylvania",42,055,149834.0,150811.0,151275.0,152085.0,152892.0,153638.0,153851.0,154234.0,154835.0,155027.0,0.006520549408011611,0.0030766986493027115,0.005354486861675722,0.005306243219252327,0.0048792611778247785,0.0013863757664118737,0.002489421583220075,0.003896676478597483,0.0012400297090451318,0.03465835524647276
"Indiana County, Pennsylvania",42,063,88847.0,89298.0,88218.0,87745.0,87706.0,86966.0,86364.0,84953.0,84501.0,84073.0,0.0050761421319796,-0.012094335819391233,-0.005361717563309054,-0.00044446977035728086,-0.008437279091510264,-0.006922245475243227,-0.016337825945995976,-0.005320589031582168,-0.005065028816227057,-0.053732821592175295
"Lackawanna County, Pennsylvania",42,069,214367.0,214166.0,214477.0,213931.0,212719.0,211917.0,211321.0,210761.0,210793.0,209674.0,-0.0009376443202545603,0.0014521445981154901,-0.0025457275139059155,-0.005665378089196982,-0.003770232090222314,-0.002812421844401336,-0.00264999692411072,0.0001518307466752411,-0.005308525425417376,-0.021892362163952517
"Lancaster County, Pennsylvania",42,071,520156.0,523594.0,526823.0,529600.0,533320.0,536624.0,538500.0,542903.0,543557.0,545724.0,0.006609555594859984,0.0061669919823375,0.0052712201251654545,0.007024169184290052,0.0061951548788719,0.003495930111213852,0.008176415970287731,0.0012046350821417473,0.003986702406555409,0.04915448442390358
"Lawrence County, Pennsylvania",42,073,90968.0,90535.0,89871.0,89333.0,88771.0,88082.0,87294.0,87069.0,86184.0,85512.0,-0.004759915574707563,-0.0073341801513227,-0.005986358224566279,-0.006291068250254717,-0.007761543747395017,-0.008946209214141354,-0.0025774967351708256,-0.010164352410157451,-0.007797270955165692,-0.0599771348166388
"Lebanon County, Pennsylvania",42,075,133688.0,134311.0,135251.0,135486.0,136359.0,137067.0,138863.0,139754.0,141314.0,141793.0,0.004660104123032749,0.006998682163039449,0.0017375102587042779,0.006443470174040122,0.005192176534002169,0.013103080974997683,0.006416396016217352,0.011162471199393176,0.0033896146170937502,0.060626234216982766
"Lehigh County, Pennsylvania",42,077,350106.0,352947.0,355245.0,355092.0,357823.0,360685.0,363147.0,366494.0,368100.0,369318.0,0.008114685266747745,0.006510892570272597,-0.00043068867964357604,0.007690964595090888,0.007998367908155668,0.006825900716691757,0.009216653311193479,0.004382063553564297,0.0033088834555827784,0.0548748093434559
"Luzerne County, Pennsylvania",42,079,320795.0,320651.0,321027.0,320103.0,318829.0,318449.0,316383.0,317343.0,317646.0,317417.0,-0.0004488848018204816,0.00117261446245287,-0.0028782625760449543,-0.003979968947494972,-0.0011918614680597184,-0.006487695046930586,0.0030342970387158275,0.0009548028473922443,-0.0007209283290203761,-0.010530089309372048
"Lycoming County, Pennsylvania",42,081,116143.0,116747.0,117168.0,116754.0,116508.0,116048.0,115248.0,113841.0,113664.0,113299.0,0.005200485608258809,0.0036060883791446674,-0.0035333879557558623,-0.0021069941929184877,-0.003948226731211646,-0.006893699158968758,-0.012208454810495595,-0.001554800115951216,-0.0032112190315315425,-0.024487054751470172
"Mercer County, Pennsylvania",42,085,116558.0,116205.0,115655.0,115195.0,114884.0,114234.0,112913.0,111750.0,110683.0,109424.0,-0.0030285351498824387,-0.004733014930510704,-0.003977346418226668,-0.0026997699552931964,-0.005657880993001685,-0.011563982702172737,-0.01029996546013301,-0.009548098434004504,-0.011374827209237215,-0.06120558005456511
"Monroe County, Pennsylvania",42,089,169896.0,169882.0,168798.0,167148.0,166314.0,166397.0,166098.0,168046.0,169507.0,170271.0,-8.240335263931531e-05,-0.006380899683309571,-0.009774997334091595,-0.004989590063895433,0.0004990560025013302,-0.0017969073961670023,0.011728015990559726,0.008694048058269788,0.004507188493690473,0.0022072326599802405
"Montgomery County, Pennsylvania",42,091,801052.0,804210.0,808460.0,812376.0,816857.0,819264.0,821725.0,826075.0,828604.0,830915.0,0.003942315854651213,0.00528468932244075,0.004843777057615739,0.005515918737136527,0.0029466601865442144,0.0030039157097101477,0.00529374182360276,0.0030614653633145306,0.0027890282933704658,0.037279727158786136
"Northampton County, Pennsylvania",42,095,298101.0,298476.0,299267.0,299791.0,300654.0,300813.0,302294.0,303405.0,304807.0,305285.0,0.0012579629051898689,0.0026501293236307344,0.0017509448084820356,0.002878672141591876,0.0005288471132929295,0.00492332445738719,0.0036752300740339194,0.004620886274121938,0.0015682054545991253,0.02409921469569043
"Northumberland County, Pennsylvania",42,097,94366.0,94558.0,94428.0,94076.0,93944.0,93246.0,92541.0,92029.0,91083.0,90843.0,0.0020346311171397513,-0.0013748175722836375,-0.003727707883254938,-0.0014031208809898166,-0.007429958273013737,-0.007560646033073826,-0.005532682810862166,-0.010279368459941929,-0.0026349593228154333,-0.03733336159209888
"Philadelphia County, Pennsylvania",42,101,1528306.0,1536471.0,1547607.0,1553165.0,1560297.0,1567442.0,1567872.0,1580863.0,1584138.0,1584064.0,0.005342516485572935,0.007247777536966149,0.0035913510342096,0.004591913930586999,0.0045792563851625445,0.00027433231979245853,0.00828575291860556,0.0020716532678670685,-4.67131020150946e-05,0.03648353143938454
"Schuylkill County, Pennsylvania",42,107,148228.0,147513.0,147063.0,146920.0,145797.0,144590.0,143573.0,142569.0,142067.0,141359.0,-0.004823650052621642,-0.0030505785930731166,-0.0009723723846243315,-0.007643615573101004,-0.008278633991097184,-0.0070336814440832285,-0.00699295828602875,-0.003521102062860826,-0.004983564092998383,-0.04634077232371747
"Somerset County, Pennsylvania",42,111,77626.0,77405.0,76957.0,76520.0,76218.0,75522.0,75061.0,74501.0,73952.0,73447.0,-0.0028469842578517923,-0.0057877398100898425,-0.0056784957833595495,-0.003946680606377373,-0.009131701172951256,-0.006104181562988309,-0.007460598713046718,-0.007369028603642858,-0.006828753786239705,-0.05383505526498855
"Washington County, Pennsylvania",42,125,207875.0,208282.0,208716.0,208206.0,208187.0,208261.0,207981.0,207298.0,207346.0,206865.0,0.001957907396271885,0.0020837134269884316,-0.0024435117576036003,-9.125577553004138e-05,0.000355449667846619,-0.0013444667988725678,-0.003283953822704966,0.000231550714430373,-0.0023197939675710932,-0.004858689116055359
"Westmoreland County, Pennsylvania",42,129,365012.0,364471.0,363395.0,362437.0,359320.0,357956.0,355458.0,352627.0,350611.0,348899.0,-0.0014821430528311197,-0.0029522239080750357,-0.002636249810811897,-0.008600115330388403,-0.0037960592229767665,-0.006978511325414272,-0.007964372724766355,-0.005717089162202593,-0.004882904415434819,-0.044143754177944805
"York County, Pennsylvania",42,133,435490.0,436770.0,437846.0,438965.0,440755.0,442867.0,443744.0,446078.0,448273.0,449058.0,0.0029392178924889656,0.002463539162488315,0.0025556930975731973,0.0040777738544075515,0.004791777745005721,0.001980278503478372,0.005259789428138761,0.004920664099103744,0.0017511650266690548,0.031155709660382502
"Kent County, Rhode Island",44,003,166103.0,165535.0,164843.0,165035.0,165128.0,164801.0,164614.0,163760.0,163861.0,164292.0,-0.003419564968724198,-0.004180384812879412,0.0011647446358049596,0.0005635168297632998,-0.001980281963083197,-0.0011347018525372787,-0.005187894103782176,0.0006167562286272243,0.0026302781015616894,-0.01090287351823871
"Newport County, Rhode Island",44,005,82852.0,82695.0,82036.0,82397.0,82358.0,82423.0,82784.0,83460.0,82542.0,82082.0,-0.001894945203495424,-0.007969042868371745,0.004400507094446393,-0.00047331820333262886,0.0007892372325699615,0.004379845431493612,0.00816582914572872,-0.010999281092739066,-0.005572920452618035,-0.009293680297397744
"Providence County, Rhode Island",44,007,627070.0,626709.0,628323.0,628600.0,631974.0,633473.0,633673.0,637357.0,636084.0,638931.0,-0.0005756933037779355,0.0025753579412455263,0.0004408560565187791,0.0053674832962138375,0.0023719330225611124,0.00031571984914902096,0.005813724113225671,-0.0019973107693176395,0.004475823947780455,0.018914953673433654
"Washington County, Rhode Island",44,009,127008.0,126563.0,125946.0,126259.0,126653.0,126517.0,126288.0,126150.0,126179.0,125577.0,-0.003503716301335391,-0.004875042468967972,0.0024851920664412663,0.003120569622759639,-0.001073800067902031,-0.00181003343424202,-0.0010927404028886478,0.00022988505747134624,-0.004770999928672803,-0.01126700680272108
"Aiken County, South Carolina",45,003,160565.0,160682.0,162812.0,164176.0,164753.0,165829.0,167458.0,168179.0,169401.0,170872.0,0.0007286768598386839,0.0132559963157044,0.008377760853008454,0.003514521001851678,0.006530988813557181,0.009823372269024189,0.004305557214346223,0.0072660677016749275,0.008683537877580472,0.06419207174664465
"Anderson County, South Carolina",45,007,187269.0,188488.0,189355.0,190641.0,192810.0,194692.0,196569.0,198759.0,200482.0,202558.0,0.006509352856052031,0.004599762319086542,0.006791476327532964,0.011377405699718235,0.009760904517400526,0.009640868654079204,0.011141126016818603,0.008668789840963198,0.010355044343133057,0.0816419161740598
"Beaufort County, South Carolina",45,013,162989.0,164684.0,168049.0,171838.0,175852.0,179589.0,183149.0,186844.0,188715.0,192122.0,0.010399474811183529,0.020433071822399285,0.022546995221631727,0.023359210419115595,0.02125082455701377,0.019823040386660606,0.020174830329404037,0.01001370126950829,0.01805367882786202,0.1787421237015996
"Berkeley County, South Carolina",45,015,178783.0,183525.0,189781.0,194020.0,198205.0,202786.0,210898.0,217937.0,221091.0,227907.0,0.02652377463181632,0.03408799891023029,0.022336271808031327,0.02156994124317091,0.023112434096011603,0.04000276153186122,0.033376324099801735,0.014472072204352537,0.030828934692049836,0.2747688538619444
